district,snapp,tapsi,time,date,day,bothOK
خونه من,127000,124000,19:04:56,2023-05-28,Sunday,True
باغ فیض هجرت,123500,109000,19:05:00,2023-05-28,Sunday,True
باغ فیض باهنر,145000,120000,19:05:05,2023-05-28,Sunday,True
ستاری کورش,123000,129000,19:05:09,2023-05-28,Sunday,True
میدون سازمان برنامه,112000,111000,19:05:14,2023-05-28,Sunday,True
شقایق شمالی,133000,113000,19:05:19,2023-05-28,Sunday,True
کاشانی اباذر,,122000,19:05:23,2023-05-28,Sunday,False
اباذر پردیس زندگی,151000,124000,19:05:31,2023-05-28,Sunday,True
کاشانی سر جنت,112500,104000,19:05:37,2023-05-28,Sunday,True
فردوس شقایق,142000,113000,19:05:41,2023-05-28,Sunday,True
کاشانی مینیاتور,134000,118000,19:05:46,2023-05-28,Sunday,True
هایپراستار,124000,95000,19:05:49,2023-05-28,Sunday,True
خونه من,127500,119000,19:19:47,2023-05-28,Sunday,True
باغ فیض هجرت,111500,123000,19:19:51,2023-05-28,Sunday,True
باغ فیض باهنر,135000,115000,19:19:55,2023-05-28,Sunday,True
ستاری کورش,128000,124000,19:20:00,2023-05-28,Sunday,True
میدون سازمان برنامه,120500,107000,19:20:04,2023-05-28,Sunday,True
شقایق شمالی,137000,118000,19:20:08,2023-05-28,Sunday,True
کاشانی اباذر,156500,127000,19:20:12,2023-05-28,Sunday,True
اباذر پردیس زندگی,134500,119000,19:20:16,2023-05-28,Sunday,True
کاشانی سر جنت,126500,128000,19:20:20,2023-05-28,Sunday,True
فردوس شقایق,148000,109000,19:20:24,2023-05-28,Sunday,True
کاشانی مینیاتور,139000,124000,19:20:28,2023-05-28,Sunday,True
هایپراستار,112000,100000,19:20:32,2023-05-28,Sunday,True
خونه من,159000,137000,19:43:54,2023-05-28,Sunday,True
باغ فیض هجرت,138000,123000,19:43:59,2023-05-28,Sunday,True
باغ فیض باهنر,142500,125000,19:44:02,2023-05-28,Sunday,True
ستاری کورش,155000,143000,19:44:06,2023-05-28,Sunday,True
میدون سازمان برنامه,121500,116000,19:44:09,2023-05-28,Sunday,True
شقایق شمالی,146500,109000,19:44:14,2023-05-28,Sunday,True
کاشانی اباذر,171500,137000,19:44:17,2023-05-28,Sunday,True
اباذر پردیس زندگی,151000,129000,19:44:21,2023-05-28,Sunday,True
کاشانی سر جنت,143000,128000,19:44:24,2023-05-28,Sunday,True
فردوس شقایق,146500,118000,19:44:28,2023-05-28,Sunday,True
کاشانی مینیاتور,150000,115000,19:44:33,2023-05-28,Sunday,True
هایپراستار,112000,108000,19:44:38,2023-05-28,Sunday,True
خونه من,175000,146000,20:09:48,2023-05-28,Sunday,True
باغ فیض هجرت,157500,153000,20:09:52,2023-05-28,Sunday,True
باغ فیض باهنر,164000,158000,20:09:59,2023-05-28,Sunday,True
ستاری کورش,173500,152000,20:10:05,2023-05-28,Sunday,True
میدون سازمان برنامه,139000,141000,20:10:09,2023-05-28,Sunday,True
شقایق شمالی,164000,144000,20:10:13,2023-05-28,Sunday,True
کاشانی اباذر,190000,148000,20:10:17,2023-05-28,Sunday,True
اباذر پردیس زندگی,170000,163000,20:10:22,2023-05-28,Sunday,True
کاشانی سر جنت,159500,146000,20:10:26,2023-05-28,Sunday,True
فردوس شقایق,165000,134000,20:10:30,2023-05-28,Sunday,True
کاشانی مینیاتور,169000,151000,20:10:33,2023-05-28,Sunday,True
هایپراستار,130500,124000,20:10:38,2023-05-28,Sunday,True
خونه من,182000,148000,20:20:03,2023-05-28,Sunday,True
باغ فیض هجرت,161000,131000,20:20:08,2023-05-28,Sunday,True
باغ فیض باهنر,168000,135000,20:20:14,2023-05-28,Sunday,True
ستاری کورش,177000,152000,20:20:18,2023-05-28,Sunday,True
میدون سازمان برنامه,144000,123000,20:20:22,2023-05-28,Sunday,True
شقایق شمالی,169500,125000,20:20:27,2023-05-28,Sunday,True
کاشانی اباذر,195500,147000,20:20:33,2023-05-28,Sunday,True
اباذر پردیس زندگی,174000,139000,20:20:37,2023-05-28,Sunday,True
کاشانی سر جنت,163000,125000,20:20:42,2023-05-28,Sunday,True
فردوس شقایق,169000,126000,20:20:46,2023-05-28,Sunday,True
کاشانی مینیاتور,173000,131000,20:20:50,2023-05-28,Sunday,True
هایپراستار,132500,114000,20:20:53,2023-05-28,Sunday,True
خونه من,150500,127000,20:39:33,2023-05-28,Sunday,True
باغ فیض هجرت,143000,123000,20:39:38,2023-05-28,Sunday,True
باغ فیض باهنر,150500,123000,20:39:42,2023-05-28,Sunday,True
ستاری کورش,158000,134000,20:39:46,2023-05-28,Sunday,True
میدون سازمان برنامه,102500,105000,20:39:50,2023-05-28,Sunday,True
شقایق شمالی,128500,116000,20:39:55,2023-05-28,Sunday,True
کاشانی اباذر,173500,139000,20:40:00,2023-05-28,Sunday,True
اباذر پردیس زندگی,158500,145000,20:40:04,2023-05-28,Sunday,True
کاشانی سر جنت,135500,119000,20:40:07,2023-05-28,Sunday,True
فردوس شقایق,148500,126000,20:40:12,2023-05-28,Sunday,True
کاشانی مینیاتور,142000,122000,20:40:16,2023-05-28,Sunday,True
هایپراستار,123000,120000,20:40:22,2023-05-28,Sunday,True
خونه من,136500,106000,20:52:37,2023-05-28,Sunday,True
باغ فیض هجرت,110500,109000,20:52:41,2023-05-28,Sunday,True
باغ فیض باهنر,146500,112000,20:52:46,2023-05-28,Sunday,True
ستاری کورش,132000,112000,20:52:50,2023-05-28,Sunday,True
میدون سازمان برنامه,101000,113000,20:52:55,2023-05-28,Sunday,True
شقایق شمالی,121000,105000,20:52:59,2023-05-28,Sunday,True
کاشانی اباذر,153000,114000,20:53:03,2023-05-28,Sunday,True
اباذر پردیس زندگی,160000,117000,20:53:08,2023-05-28,Sunday,True
کاشانی سر جنت,116500,106000,20:53:12,2023-05-28,Sunday,True
فردوس شقایق,126500,115000,20:53:17,2023-05-28,Sunday,True
کاشانی مینیاتور,124500,110000,20:53:21,2023-05-28,Sunday,True
هایپراستار,104500,110000,20:53:25,2023-05-28,Sunday,True
خونه من,133500,104000,21:05:11,2023-05-28,Sunday,True
باغ فیض هجرت,113500,86000,21:05:16,2023-05-28,Sunday,True
باغ فیض باهنر,146000,98000,21:05:20,2023-05-28,Sunday,True
ستاری کورش,138000,110000,21:05:25,2023-05-28,Sunday,True
میدون سازمان برنامه,100500,102000,21:05:29,2023-05-28,Sunday,True
شقایق شمالی,118000,94000,21:05:34,2023-05-28,Sunday,True
کاشانی اباذر,158000,111000,21:05:37,2023-05-28,Sunday,True
اباذر پردیس زندگی,153000,104000,21:05:41,2023-05-28,Sunday,True
کاشانی سر جنت,125500,104000,21:05:46,2023-05-28,Sunday,True
فردوس شقایق,132500,104000,21:05:49,2023-05-28,Sunday,True
کاشانی مینیاتور,121000,98000,21:05:54,2023-05-28,Sunday,True
هایپراستار,97500,90000,21:05:58,2023-05-28,Sunday,True
خونه من,136500,114000,21:19:51,2023-05-28,Sunday,True
باغ فیض هجرت,108500,107000,21:19:55,2023-05-28,Sunday,True
باغ فیض باهنر,133000,109000,21:19:59,2023-05-28,Sunday,True
ستاری کورش,141500,121000,21:20:03,2023-05-28,Sunday,True
میدون سازمان برنامه,103500,83000,21:20:07,2023-05-28,Sunday,True
شقایق شمالی,111000,94000,21:20:11,2023-05-28,Sunday,True
کاشانی اباذر,150500,112000,21:20:14,2023-05-28,Sunday,True
اباذر پردیس زندگی,139500,115000,21:20:18,2023-05-28,Sunday,True
کاشانی سر جنت,117500,95000,21:20:23,2023-05-28,Sunday,True
فردوس شقایق,122500,104000,21:20:26,2023-05-28,Sunday,True
کاشانی مینیاتور,113500,98000,21:20:29,2023-05-28,Sunday,True
هایپراستار,101500,81000,21:20:34,2023-05-28,Sunday,True
خونه من,121500,102000,21:43:22,2023-05-28,Sunday,True
باغ فیض هجرت,113500,85000,21:43:27,2023-05-28,Sunday,True
باغ فیض باهنر,130000,115000,21:43:31,2023-05-28,Sunday,True
ستاری کورش,131500,108000,21:43:35,2023-05-28,Sunday,True
میدون سازمان برنامه,93500,81000,21:43:40,2023-05-28,Sunday,True
شقایق شمالی,98500,110000,21:43:44,2023-05-28,Sunday,True
کاشانی اباذر,168000,98000,21:43:47,2023-05-28,Sunday,True
اباذر پردیس زندگی,135500,120000,21:43:50,2023-05-28,Sunday,True
کاشانی سر جنت,96000,83000,21:43:54,2023-05-28,Sunday,True
فردوس شقایق,98500,101000,21:43:58,2023-05-28,Sunday,True
کاشانی مینیاتور,106000,114000,21:44:02,2023-05-28,Sunday,True
هایپراستار,99500,96000,21:44:07,2023-05-28,Sunday,True
خونه من,116500,83000,21:56:26,2023-05-28,Sunday,True
باغ فیض هجرت,100500,85000,21:56:32,2023-05-28,Sunday,True
باغ فیض باهنر,141000,86000,21:56:36,2023-05-28,Sunday,True
ستاری کورش,126000,89000,21:56:40,2023-05-28,Sunday,True
میدون سازمان برنامه,93500,81000,21:56:43,2023-05-28,Sunday,True
شقایق شمالی,102000,73000,21:56:47,2023-05-28,Sunday,True
کاشانی اباذر,160000,78000,21:56:51,2023-05-28,Sunday,True
اباذر پردیس زندگی,145500,80000,21:56:55,2023-05-28,Sunday,True
کاشانی سر جنت,108000,74000,21:56:59,2023-05-28,Sunday,True
فردوس شقایق,105000,73000,21:57:03,2023-05-28,Sunday,True
کاشانی مینیاتور,107500,76000,21:57:06,2023-05-28,Sunday,True
هایپراستار,95500,70000,21:57:10,2023-05-28,Sunday,True
خونه من,106000,82000,22:06:03,2023-05-28,Sunday,True
باغ فیض هجرت,100500,94000,22:06:08,2023-05-28,Sunday,True
باغ فیض باهنر,130000,86000,22:06:13,2023-05-28,Sunday,True
ستاری کورش,114500,88000,22:06:17,2023-05-28,Sunday,True
میدون سازمان برنامه,93500,71000,22:06:22,2023-05-28,Sunday,True
شقایق شمالی,99500,82000,22:06:27,2023-05-28,Sunday,True
کاشانی اباذر,149500,87000,22:06:32,2023-05-28,Sunday,True
اباذر پردیس زندگی,135500,89000,22:06:36,2023-05-28,Sunday,True
کاشانی سر جنت,98000,82000,22:06:40,2023-05-28,Sunday,True
فردوس شقایق,113500,91000,22:06:45,2023-05-28,Sunday,True
کاشانی مینیاتور,105500,76000,22:06:50,2023-05-28,Sunday,True
هایپراستار,93500,78000,22:06:54,2023-05-28,Sunday,True
خونه من,113000,99000,22:19:55,2023-05-28,Sunday,True
باغ فیض هجرت,102000,93000,22:20:00,2023-05-28,Sunday,True
باغ فیض باهنر,123500,95000,22:20:04,2023-05-28,Sunday,True
ستاری کورش,119500,107000,22:20:08,2023-05-28,Sunday,True
میدون سازمان برنامه,96000,79000,22:20:11,2023-05-28,Sunday,True
شقایق شمالی,98000,81000,22:20:16,2023-05-28,Sunday,True
کاشانی اباذر,123000,106000,22:20:20,2023-05-28,Sunday,True
اباذر پردیس زندگی,127000,98000,22:20:24,2023-05-28,Sunday,True
کاشانی سر جنت,98500,81000,22:20:29,2023-05-28,Sunday,True
فردوس شقایق,115500,81000,22:20:33,2023-05-28,Sunday,True
کاشانی مینیاتور,99500,84000,22:20:37,2023-05-28,Sunday,True
هایپراستار,90000,76000,22:20:41,2023-05-28,Sunday,True
خونه من,104500,72000,22:39:11,2023-05-28,Sunday,True
باغ فیض هجرت,102000,84000,22:39:15,2023-05-28,Sunday,True
باغ فیض باهنر,109000,85000,22:39:20,2023-05-28,Sunday,True
ستاری کورش,110500,78000,22:39:25,2023-05-28,Sunday,True
میدون سازمان برنامه,95000,79000,22:39:30,2023-05-28,Sunday,True
شقایق شمالی,97000,81000,22:39:35,2023-05-28,Sunday,True
کاشانی اباذر,100000,86000,22:39:39,2023-05-28,Sunday,True
اباذر پردیس زندگی,112500,88000,22:39:45,2023-05-28,Sunday,True
کاشانی سر جنت,97500,81000,22:39:50,2023-05-28,Sunday,True
فردوس شقایق,100500,81000,22:39:55,2023-05-28,Sunday,True
کاشانی مینیاتور,98500,85000,22:40:00,2023-05-28,Sunday,True
هایپراستار,89000,76000,22:40:03,2023-05-28,Sunday,True
خونه من,95000,108000,22:49:50,2023-05-28,Sunday,True
باغ فیض هجرت,104000,93000,22:49:54,2023-05-28,Sunday,True
باغ فیض باهنر,111000,95000,22:49:59,2023-05-28,Sunday,True
ستاری کورش,101000,117000,22:50:04,2023-05-28,Sunday,True
میدون سازمان برنامه,92000,88000,22:50:07,2023-05-28,Sunday,True
شقایق شمالی,94000,90000,22:50:11,2023-05-28,Sunday,True
کاشانی اباذر,100000,96000,22:50:15,2023-05-28,Sunday,True
اباذر پردیس زندگی,114500,97000,22:50:19,2023-05-28,Sunday,True
کاشانی سر جنت,93000,90000,22:50:23,2023-05-28,Sunday,True
فردوس شقایق,96000,81000,22:50:28,2023-05-28,Sunday,True
کاشانی مینیاتور,98500,94000,22:50:32,2023-05-28,Sunday,True
هایپراستار,89000,83000,22:50:36,2023-05-28,Sunday,True
خونه من,114500,73000,23:04:50,2023-05-28,Sunday,True
باغ فیض هجرت,98000,85000,23:04:55,2023-05-28,Sunday,True
باغ فیض باهنر,121500,87000,23:04:58,2023-05-28,Sunday,True
ستاری کورش,122000,78000,23:05:03,2023-05-28,Sunday,True
میدون سازمان برنامه,92000,81000,23:05:09,2023-05-28,Sunday,True
شقایق شمالی,100000,91000,23:05:13,2023-05-28,Sunday,True
کاشانی اباذر,117500,97000,23:05:18,2023-05-28,Sunday,True
اباذر پردیس زندگی,130500,89000,23:05:21,2023-05-28,Sunday,True
کاشانی سر جنت,96500,82000,23:05:26,2023-05-28,Sunday,True
فردوس شقایق,105000,82000,23:05:31,2023-05-28,Sunday,True
کاشانی مینیاتور,105000,95000,23:05:34,2023-05-28,Sunday,True
هایپراستار,95000,75000,23:05:38,2023-05-28,Sunday,True
خونه من,118500,100000,23:19:49,2023-05-28,Sunday,True
باغ فیض هجرت,102000,103000,23:19:53,2023-05-28,Sunday,True
باغ فیض باهنر,109000,116000,23:19:57,2023-05-28,Sunday,True
ستاری کورش,124000,107000,23:20:01,2023-05-28,Sunday,True
میدون سازمان برنامه,95000,80000,23:20:06,2023-05-28,Sunday,True
شقایق شمالی,97000,72000,23:20:10,2023-05-28,Sunday,True
کاشانی اباذر,100000,107000,23:20:15,2023-05-28,Sunday,True
اباذر پردیس زندگی,112500,119000,23:20:19,2023-05-28,Sunday,True
کاشانی سر جنت,97500,82000,23:20:23,2023-05-28,Sunday,True
فردوس شقایق,100500,81000,23:20:27,2023-05-28,Sunday,True
کاشانی مینیاتور,99500,76000,23:20:31,2023-05-28,Sunday,True
هایپراستار,90000,74000,23:20:36,2023-05-28,Sunday,True
خونه من,141000,125000,17:40:55,2023-05-29,Monday,True
باغ فیض هجرت,132500,123000,17:41:00,2023-05-29,Monday,True
باغ فیض باهنر,129500,116000,17:41:05,2023-05-29,Monday,True
ستاری کورش,136000,111000,17:41:09,2023-05-29,Monday,True
میدون سازمان برنامه,143500,107000,17:41:13,2023-05-29,Monday,True
شقایق شمالی,159500,110000,17:41:19,2023-05-29,Monday,True
کاشانی اباذر,138000,135000,17:41:23,2023-05-29,Monday,True
اباذر پردیس زندگی,135000,122000,17:41:28,2023-05-29,Monday,True
کاشانی سر جنت,117500,105000,17:41:32,2023-05-29,Monday,True
فردوس شقایق,147500,112000,17:41:35,2023-05-29,Monday,True
کاشانی مینیاتور,158500,118000,17:41:39,2023-05-29,Monday,True
هایپراستار,122500,108000,17:41:43,2023-05-29,Monday,True
خونه من,153000,126000,17:54:45,2023-05-29,Monday,True
باغ فیض هجرت,129000,113000,17:54:50,2023-05-29,Monday,True
باغ فیض باهنر,135000,130000,17:54:56,2023-05-29,Monday,True
ستاری کورش,148500,124000,17:55:00,2023-05-29,Monday,True
میدون سازمان برنامه,149000,99000,17:55:05,2023-05-29,Monday,True
شقایق شمالی,161000,114000,17:55:10,2023-05-29,Monday,True
کاشانی اباذر,142500,134000,17:55:15,2023-05-29,Monday,True
اباذر پردیس زندگی,141000,136000,17:55:19,2023-05-29,Monday,True
کاشانی سر جنت,123000,105000,17:55:23,2023-05-29,Monday,True
فردوس شقایق,148500,113000,17:55:28,2023-05-29,Monday,True
کاشانی مینیاتور,162000,119000,17:55:32,2023-05-29,Monday,True
هایپراستار,124500,89000,17:55:36,2023-05-29,Monday,True
خونه من,131500,117000,18:05:17,2023-05-29,Monday,True
باغ فیض هجرت,117000,113000,18:05:21,2023-05-29,Monday,True
باغ فیض باهنر,123000,130000,18:05:25,2023-05-29,Monday,True
ستاری کورش,128000,113000,18:05:29,2023-05-29,Monday,True
میدون سازمان برنامه,126500,88000,18:05:33,2023-05-29,Monday,True
شقایق شمالی,149000,115000,18:05:36,2023-05-29,Monday,True
کاشانی اباذر,116500,119000,18:05:41,2023-05-29,Monday,True
اباذر پردیس زندگی,128000,135000,18:05:45,2023-05-29,Monday,True
کاشانی سر جنت,107000,107000,18:05:49,2023-05-29,Monday,True
فردوس شقایق,129000,102000,18:05:53,2023-05-29,Monday,True
کاشانی مینیاتور,149000,120000,18:05:56,2023-05-29,Monday,True
هایپراستار,108500,90000,18:06:00,2023-05-29,Monday,True
خونه من,147500,94000,18:19:54,2023-05-29,Monday,True
باغ فیض هجرت,117500,92000,18:19:59,2023-05-29,Monday,True
باغ فیض باهنر,141500,108000,18:20:04,2023-05-29,Monday,True
ستاری کورش,145000,103000,18:20:08,2023-05-29,Monday,True
میدون سازمان برنامه,117000,99000,18:20:13,2023-05-29,Monday,True
شقایق شمالی,162000,104000,18:20:17,2023-05-29,Monday,True
کاشانی اباذر,125500,110000,18:20:22,2023-05-29,Monday,True
اباذر پردیس زندگی,147000,112000,18:20:27,2023-05-29,Monday,True
کاشانی سر جنت,110500,97000,18:20:31,2023-05-29,Monday,True
فردوس شقایق,131500,92000,18:20:35,2023-05-29,Monday,True
کاشانی مینیاتور,167000,108000,18:20:38,2023-05-29,Monday,True
هایپراستار,115000,81000,18:20:41,2023-05-29,Monday,True
خونه من,147000,151000,18:41:58,2023-05-29,Monday,True
باغ فیض هجرت,115500,136000,18:42:03,2023-05-29,Monday,True
باغ فیض باهنر,147000,152000,18:42:07,2023-05-29,Monday,True
ستاری کورش,143000,146000,18:42:11,2023-05-29,Monday,True
میدون سازمان برنامه,112500,134000,18:42:15,2023-05-29,Monday,True
شقایق شمالی,154000,127000,18:42:19,2023-05-29,Monday,True
کاشانی اباذر,135500,144000,18:42:23,2023-05-29,Monday,True
اباذر پردیس زندگی,152500,159000,18:42:27,2023-05-29,Monday,True
کاشانی سر جنت,122500,128000,18:42:30,2023-05-29,Monday,True
فردوس شقایق,135000,126000,18:42:34,2023-05-29,Monday,True
کاشانی مینیاتور,156000,132000,18:42:38,2023-05-29,Monday,True
هایپراستار,122500,121000,18:42:41,2023-05-29,Monday,True
خونه من,141500,119000,18:53:36,2023-05-29,Monday,True
باغ فیض هجرت,114500,116000,18:53:42,2023-05-29,Monday,True
باغ فیض باهنر,143000,121000,18:53:46,2023-05-29,Monday,True
ستاری کورش,137500,116000,18:53:50,2023-05-29,Monday,True
میدون سازمان برنامه,109000,112000,18:53:54,2023-05-29,Monday,True
شقایق شمالی,153500,117000,18:53:58,2023-05-29,Monday,True
کاشانی اباذر,146500,134000,18:54:01,2023-05-29,Monday,True
اباذر پردیس زندگی,150000,125000,18:54:05,2023-05-29,Monday,True
کاشانی سر جنت,123500,108000,18:54:09,2023-05-29,Monday,True
فردوس شقایق,136500,105000,18:54:13,2023-05-29,Monday,True
کاشانی مینیاتور,154000,121000,18:54:18,2023-05-29,Monday,True
هایپراستار,116500,113000,18:54:22,2023-05-29,Monday,True
خونه من,147000,109000,19:04:57,2023-05-29,Monday,True
باغ فیض هجرت,120500,105000,19:05:02,2023-05-29,Monday,True
باغ فیض باهنر,150000,110000,19:05:05,2023-05-29,Monday,True
ستاری کورش,142500,105000,19:05:09,2023-05-29,Monday,True
میدون سازمان برنامه,111500,104000,19:05:13,2023-05-29,Monday,True
شقایق شمالی,159500,108000,19:05:16,2023-05-29,Monday,True
کاشانی اباذر,157500,110000,19:05:20,2023-05-29,Monday,True
اباذر پردیس زندگی,158000,113000,19:05:25,2023-05-29,Monday,True
کاشانی سر جنت,122500,100000,19:05:29,2023-05-29,Monday,True
فردوس شقایق,147000,105000,19:05:32,2023-05-29,Monday,True
کاشانی مینیاتور,161500,112000,19:05:36,2023-05-29,Monday,True
هایپراستار,120500,85000,19:05:40,2023-05-29,Monday,True
خونه من,143500,121000,19:19:48,2023-05-29,Monday,True
باغ فیض هجرت,128500,117000,19:19:52,2023-05-29,Monday,True
باغ فیض باهنر,142000,134000,19:19:57,2023-05-29,Monday,True
ستاری کورش,141000,128000,19:20:02,2023-05-29,Monday,True
میدون سازمان برنامه,110500,104000,19:20:06,2023-05-29,Monday,True
شقایق شمالی,157500,120000,19:20:09,2023-05-29,Monday,True
کاشانی اباذر,163500,123000,19:20:13,2023-05-29,Monday,True
اباذر پردیس زندگی,148500,139000,19:20:17,2023-05-29,Monday,True
کاشانی سر جنت,119500,111000,19:20:22,2023-05-29,Monday,True
فردوس شقایق,144000,118000,19:20:26,2023-05-29,Monday,True
کاشانی مینیاتور,161000,124000,19:20:30,2023-05-29,Monday,True
هایپراستار,115500,107000,19:20:34,2023-05-29,Monday,True
خونه من,154500,127000,19:45:29,2023-05-29,Monday,True
باغ فیض هجرت,136000,128000,19:45:34,2023-05-29,Monday,True
باغ فیض باهنر,156500,157000,19:45:38,2023-05-29,Monday,True
ستاری کورش,156000,127000,19:45:42,2023-05-29,Monday,True
میدون سازمان برنامه,126000,123000,19:45:46,2023-05-29,Monday,True
شقایق شمالی,153000,124000,19:45:51,2023-05-29,Monday,True
کاشانی اباذر,170000,133000,19:45:54,2023-05-29,Monday,True
اباذر پردیس زندگی,165000,139000,19:45:59,2023-05-29,Monday,True
کاشانی سر جنت,136000,132000,19:46:02,2023-05-29,Monday,True
فردوس شقایق,139500,126000,19:46:08,2023-05-29,Monday,True
کاشانی مینیاتور,161000,130000,19:46:12,2023-05-29,Monday,True
هایپراستار,125000,115000,19:46:16,2023-05-29,Monday,True
خونه من,155000,135000,20:07:43,2023-05-29,Monday,True
باغ فیض هجرت,140500,136000,20:07:48,2023-05-29,Monday,True
باغ فیض باهنر,166500,129000,20:07:53,2023-05-29,Monday,True
ستاری کورش,155000,134000,20:07:57,2023-05-29,Monday,True
میدون سازمان برنامه,126500,119000,20:08:01,2023-05-29,Monday,True
شقایق شمالی,162500,121000,20:08:04,2023-05-29,Monday,True
کاشانی اباذر,172000,141000,20:08:09,2023-05-29,Monday,True
اباذر پردیس زندگی,170500,134000,20:08:12,2023-05-29,Monday,True
کاشانی سر جنت,117000,128000,20:08:16,2023-05-29,Monday,True
فردوس شقایق,131500,134000,20:08:20,2023-05-29,Monday,True
کاشانی مینیاتور,167000,126000,20:08:25,2023-05-29,Monday,True
هایپراستار,119000,112000,20:08:28,2023-05-29,Monday,True
خونه من,158500,130000,20:20:00,2023-05-29,Monday,True
باغ فیض هجرت,142500,134000,20:20:05,2023-05-29,Monday,True
باغ فیض باهنر,164000,138000,20:20:10,2023-05-29,Monday,True
ستاری کورش,157000,132000,20:20:14,2023-05-29,Monday,True
میدون سازمان برنامه,123500,115000,20:20:19,2023-05-29,Monday,True
شقایق شمالی,163000,129000,20:20:24,2023-05-29,Monday,True
کاشانی اباذر,173500,138000,20:20:29,2023-05-29,Monday,True
اباذر پردیس زندگی,168500,142000,20:20:34,2023-05-29,Monday,True
کاشانی سر جنت,113000,115000,20:20:39,2023-05-29,Monday,True
فردوس شقایق,140500,130000,20:20:42,2023-05-29,Monday,True
کاشانی مینیاتور,168000,134000,20:20:46,2023-05-29,Monday,True
هایپراستار,115000,120000,20:20:50,2023-05-29,Monday,True
خونه من,144000,114000,20:40:39,2023-05-29,Monday,True
باغ فیض هجرت,126500,119000,20:40:44,2023-05-29,Monday,True
باغ فیض باهنر,151000,134000,20:40:48,2023-05-29,Monday,True
ستاری کورش,145500,118000,20:40:52,2023-05-29,Monday,True
میدون سازمان برنامه,108000,111000,20:40:56,2023-05-29,Monday,True
شقایق شمالی,158500,123000,20:41:00,2023-05-29,Monday,True
کاشانی اباذر,168000,134000,20:41:04,2023-05-29,Monday,True
اباذر پردیس زندگی,159500,136000,20:41:10,2023-05-29,Monday,True
کاشانی سر جنت,119500,114000,20:41:13,2023-05-29,Monday,True
فردوس شقایق,133500,124000,20:41:18,2023-05-29,Monday,True
کاشانی مینیاتور,163000,129000,20:41:21,2023-05-29,Monday,True
هایپراستار,113500,114000,20:41:26,2023-05-29,Monday,True
خونه من,149000,81000,20:54:17,2023-05-29,Monday,True
باغ فیض هجرت,113500,85000,20:54:21,2023-05-29,Monday,True
باغ فیض باهنر,141000,86000,20:54:25,2023-05-29,Monday,True
ستاری کورش,144500,85000,20:54:29,2023-05-29,Monday,True
میدون سازمان برنامه,105500,97000,20:54:33,2023-05-29,Monday,True
شقایق شمالی,149000,91000,20:54:38,2023-05-29,Monday,True
کاشانی اباذر,152500,110000,20:54:41,2023-05-29,Monday,True
اباذر پردیس زندگی,145500,89000,20:54:46,2023-05-29,Monday,True
کاشانی سر جنت,115000,81000,20:54:50,2023-05-29,Monday,True
فردوس شقایق,126000,101000,20:54:54,2023-05-29,Monday,True
کاشانی مینیاتور,150000,95000,20:54:57,2023-05-29,Monday,True
هایپراستار,103000,94000,20:55:02,2023-05-29,Monday,True
خونه من,154000,99000,21:05:02,2023-05-29,Monday,True
باغ فیض هجرت,112000,94000,21:05:06,2023-05-29,Monday,True
باغ فیض باهنر,150500,105000,21:05:10,2023-05-29,Monday,True
ستاری کورش,155500,104000,21:05:15,2023-05-29,Monday,True
میدون سازمان برنامه,108000,95000,21:05:19,2023-05-29,Monday,True
شقایق شمالی,171000,97000,21:05:22,2023-05-29,Monday,True
کاشانی اباذر,177000,115000,21:05:26,2023-05-29,Monday,True
اباذر پردیس زندگی,154500,107000,21:05:29,2023-05-29,Monday,True
کاشانی سر جنت,121500,88000,21:05:32,2023-05-29,Monday,True
فردوس شقایق,129000,97000,21:05:36,2023-05-29,Monday,True
کاشانی مینیاتور,173000,102000,21:05:39,2023-05-29,Monday,True
هایپراستار,114500,82000,21:05:43,2023-05-29,Monday,True
خونه من,125000,88000,21:19:49,2023-05-29,Monday,True
باغ فیض هجرت,111000,104000,21:19:54,2023-05-29,Monday,True
باغ فیض باهنر,146000,102000,21:19:59,2023-05-29,Monday,True
ستاری کورش,130500,91000,21:20:03,2023-05-29,Monday,True
میدون سازمان برنامه,101000,86000,21:20:07,2023-05-29,Monday,True
شقایق شمالی,160000,85000,21:20:11,2023-05-29,Monday,True
کاشانی اباذر,156500,112000,21:20:15,2023-05-29,Monday,True
اباذر پردیس زندگی,150000,105000,21:20:19,2023-05-29,Monday,True
کاشانی سر جنت,107000,76000,21:20:23,2023-05-29,Monday,True
فردوس شقایق,124500,85000,21:20:26,2023-05-29,Monday,True
کاشانی مینیاتور,160500,90000,21:20:29,2023-05-29,Monday,True
هایپراستار,122500,81000,21:20:33,2023-05-29,Monday,True
خونه من,133000,95000,21:44:20,2023-05-29,Monday,True
باغ فیض هجرت,100500,98000,21:44:25,2023-05-29,Monday,True
باغ فیض باهنر,107000,79000,21:44:29,2023-05-29,Monday,True
ستاری کورش,146500,100000,21:44:34,2023-05-29,Monday,True
میدون سازمان برنامه,94500,82000,21:44:40,2023-05-29,Monday,True
شقایق شمالی,126500,84000,21:44:46,2023-05-29,Monday,True
کاشانی اباذر,126000,101000,21:44:50,2023-05-29,Monday,True
اباذر پردیس زندگی,106500,83000,21:44:54,2023-05-29,Monday,True
کاشانی سر جنت,99000,85000,21:44:58,2023-05-29,Monday,True
فردوس شقایق,98500,93000,21:45:02,2023-05-29,Monday,True
کاشانی مینیاتور,135000,88000,21:45:06,2023-05-29,Monday,True
